OrderDate,OrderNo,ItemName,PendingQty,Rate,ValueAmount,DueOn,DueDays
2025-12-25,SO/2025-26/2675,21mm12SqDrStdHandHexSocket,,56.00,1120.00,2025-12-30,84
2025-12-25,SO/2025-26/2675,"29mm-1/2""Sq. Dr.Std.Hand Hex Socket",,105.71,2114.20,2025-12-30,84
2025-12-25,SO/2025-26/2675,"30mm-1/2""Sq. Dr.Std.Hand Hex Socket",,109.48,3284.40,2025-12-30,84
2025-12-27,SO/2025-26/2679,GC 0.30 x 800 x 09,,516.95,1033.90,2026-01-01,82
2025-12-27,SO/2025-26/2679,GC 0.30 x 800 x 12,,666.10,39966.00,2026-01-01,82
2025-12-27,SO/2025-26/2679,GC 0.35 x 1220 x 10,,971.18,67982.60,2026-01-01,82
2025-12-27,SO/2025-26/2681,GC 0.35 x 1220 x 14,,1305.09,80915.58,2026-01-01,82
2025-12-27,SO/2025-26/2682,GC 0.35 x 1220 x 14,,1359.32,67966.00,2026-01-01,82
2025-12-27,SO/2025-26/2682,GC 0.35 x 800 x 12,,781.35,23440.50,2026-01-01,82
2025-12-27,SO/2025-26/2683,GC 0.35 x 800 x 10,,643.22,13507.62,2026-01-01,82
2025-12-27,SO/2025-26/2683,GC 0.35 x 800 x 12,,781.35,23440.50,2026-01-01,82
2025-12-27,SO/2025-26/2683,GC 0.35 x 800 x 14,,903.38,27101.40,2026-01-01,82
2025-12-27,SO/2025-26/2687,RingSpanner12X13,,54.74,1094.80,2026-01-01,82
2025-12-27,SO/2025-26/2687,RingSpanner24X27,,169.26,1692.60,2026-01-01,82
2025-12-27,SO/2025-26/2687,DOESpanner12X13,,26.43,1321.50,2026-01-01,82
2025-12-27,SO/2025-26/2687,DOESpanner14X15,,32.09,641.80,2026-01-01,82
2025-12-27,SO/2025-26/2687,DOESpanner8X9,,20.76,207.60,2026-01-01,82
2025-12-27,SO/2025-26/2687,ScrewDriverTwoinOne60X250,,69.84,1396.80,2026-01-01,82
2025-12-27,SO/2025-26/2687,Screw Driver Flat Tip 10x350,,108.00,648.00,2026-01-01,82
2025-12-27,SO/2025-26/2687,"Combination Pliers 8""",,169.60,2035.20,2026-01-01,82
2025-12-27,SO/2025-26/2687,"30mm-1/2""Sq. Dr.Std.Hand Hex Socket",,109.48,1094.80,2026-01-01,82
2025-12-27,SO/2025-26/2687,200mmHeavyTaper,,70.20,1404.00,2026-01-01,82
2025-12-27,SO/2025-26/2687,STILLSONPIPEWRENCH14,,298.88,1793.28,2026-01-01,82
2025-12-27,SO/2025-26/2687,STILLSONPIPEWRENCH18,,502.74,2513.70,2026-01-01,82
2025-12-29,SO/2025-26/2690,STILLSONPIPEWRENCH14,,298.88,1793.28,2026-01-03,80
2025-12-29,SO/2025-26/2693,GC 0.35 x 800 x 14,,903.38,45169.00,2026-01-03,80
2025-12-29,SO/2025-26/2694,GC 0.45 x 840 x 12,,981.36,29440.80,2026-01-03,80
2025-12-29,SO/2025-26/2694,GC 0.50 x 840 x 09,,811.86,32474.40,2026-01-03,80
2025-12-29,SO/2025-26/2694,GC 0.50 x 840 x 10,,898.31,22457.75,2026-01-03,80
2025-12-29,SO/2025-26/2694,GC 0.35 x 800 x 12,,781.35,23440.50,2026-01-03,80
2025-12-29,SO/2025-26/2694,GC 0.45 x 1220 x 16,,1933.89,58016.70,2026-01-03,80
2025-12-29,SO/2025-26/2695,GC 0.35 x 1220 x 14,,1359.32,84277.84,2026-01-01,82
2025-12-29,SO/2025-26/2699,Shovel - SQ 4 Light Wt (Steel Handle),,466.65,5599.80,2026-01-03,80
2025-12-29,SO/2025-26/2699,ShovelSQ6,,495.42,89175.60,2026-01-03,80
2025-12-29,SO/2025-26/2699,ShovelSQ6 (Steel Handle),,541.23,16236.90,2026-01-03,80
2025-12-29,SO/2025-26/2699,PowrahWestIndia,,282.33,28233.00,2026-01-03,80
2025-12-29,SO/2025-26/2700,100mmSlimTaper,,27.00,29700.00,2026-01-03,80
2025-12-29,SO/2025-26/2700,125mmSlimTaper,,31.70,9510.00,2026-01-03,80
2025-12-29,SO/2025-26/2700,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2026-01-03,80
2025-12-29,SO/2025-26/2700,"AGRICO-CON-NAIL-2.5"" (63MM)",,2568.00,2568.00,2026-01-03,80
2025-12-29,SO/2025-26/2700,HammerDFS1.5,,134.24,3221.76,2026-01-03,80
2025-12-29,SO/2025-26/2700,HammerDFS2,,166.20,3988.80,2026-01-03,80
2025-12-29,SO/2025-26/2700,HammerDFS2.5,,207.76,3739.68,2026-01-03,80
2025-12-29,SO/2025-26/2700,HammerDFS3,,240.78,4334.04,2026-01-03,80
2025-12-29,SO/2025-26/2700,Hammer Dfs 4,,313.23,3758.76,2026-01-03,80
2025-12-29,SO/2025-26/2700,Hammer Dfs 5,,395.27,3952.70,2026-01-03,80
2025-12-29,SO/2025-26/2700,HammerDFS8,,608.35,5475.15,2026-01-03,80
2025-12-29,SO/2025-26/2702,GC 0.40 x 800 x 07,,502.54,502.54,2026-01-03,80
2025-12-29,SO/2025-26/2706,RingSpanner12X13,,54.74,1642.20,2026-01-03,80
2025-12-29,SO/2025-26/2706,RingSpanner21X23,,144.72,1447.20,2026-01-03,80
2025-12-29,SO/2025-26/2706,DOESpanner12X13,,26.43,792.90,2026-01-03,80
2025-12-29,SO/2025-26/2706,DOESpanner10X11,,23.28,698.40,2026-01-03,80
2025-12-29,SO/2025-26/2707,"Cutting Wheel - 4""",,,,2026-01-03,80
2025-12-29,SO/2025-26/2707,CombinationCuttingPliers8,,217.08,13024.80,2026-01-03,80
2025-12-30,SO/2025-26/2709,GC 0.35 x 800 x 06,,375.42,27030.24,2026-01-04,79
2025-12-30,SO/2025-26/2711,GC 0.35 x 800 x 07,,444.91,13347.30,2026-01-04,79
2025-12-30,SO/2025-26/2711,GC 0.35 x 800 x 08,,514.40,13888.80,2026-01-04,79
2025-12-30,SO/2025-26/2714,GC 0.35 x 800 x 08,,514.40,13888.80,2026-01-04,79
2025-12-30,SO/2025-26/2714,GC 0.40 x 800 x 14,,1038.98,36364.30,2026-01-04,79
2025-12-30,SO/2025-26/2715,GC 0.50 x 840 x 10,,898.31,18864.51,2026-01-04,79
2025-12-30,SO/2025-26/2716,GC 0.35 x 800 x 06,,375.42,22525.20,2026-01-04,79
2025-12-30,SO/2025-26/2716,GC 0.35 x 800 x 08,,514.40,28292.00,2026-01-04,79
2025-12-30,SO/2025-26/2716,GC 0.35 x 800 x 10,,643.22,9005.08,2026-01-04,79
2025-12-30,SO/2025-26/2716,GC 0.35 x 800 x 12,,781.35,23440.50,2026-01-04,79
2025-12-30,SO/2025-26/2719,GC 0.50 x 1220 x 16,,2163.55,54088.75,2026-01-04,79
2025-12-30,SO/2025-26/2719,GC 0.60 x 840 x 10,,1059.32,11652.52,2026-01-04,79
2025-12-30,SO/2025-26/2720,"20mm-1/2""Sq. Dr.Std.Hand Hex Socket",,56.00,560.00,2026-01-04,79
2025-12-31,SO/2025-26/2721,125mmSlimTaper,,31.70,190.20,2026-01-05,78
2025-12-31,SO/2025-26/2722,GC 0.30 x 800 x 10,,533.90,11211.90,2026-01-05,78
2025-12-31,SO/2025-26/2722,GP Sheet Flashing 0.30mm GP 0.30x300x3660mm,,220.34,11017.00,2026-01-05,78
2025-12-31,SO/2025-26/2723,GC 0.35 x 800 x 08,,514.40,55555.20,2026-01-05,78
2025-12-31,SO/2025-26/2723,GC 0.35 x 1220 x 09,,878.81,56243.84,2026-01-05,78
2025-12-31,SO/2025-26/2724,GC 0.35 x 1220 x 12,,1167.79,14013.48,2026-01-05,78
2025-12-31,SO/2025-26/2725,GC  0.25 x 800 x 08,,398.31,21110.43,2026-01-05,78
2025-12-31,SO/2025-26/2725,GC 0.35 x 1220 x 07,,705.08,84609.60,2026-01-05,78
2025-12-31,SO/2025-26/2725,GC 0.35 x 1220 x 09,,878.81,175762.00,2026-01-05,78
2025-12-31,SO/2025-26/2726,GC 0.35 x 1220 x 12,,1167.79,17516.85,2026-01-05,78
2025-12-31,SO/2025-26/2732,GC  0.25 x 800 x 08,,398.31,53771.85,2026-01-05,78
2025-12-31,SO/2025-26/2732,GC 0.30 x 800 x 12,,666.10,666.10,2026-01-05,78
2025-12-31,SO/2025-26/2732,GC 0.40 x 800 x 09,,666.10,666.10,2026-01-05,78
2025-12-31,SO/2025-26/2735,ScrewDriverTwoinOne60X150,,56.00,1120.00,2026-01-05,78
2025-12-31,SO/2025-26/2735,ScrewDriverTwoinOne60X250,,69.84,1396.80,2026-01-05,78
2025-12-31,SO/2025-26/2735,DOESpanner24X27,,98.79,493.95,2026-01-05,78
2025-12-31,SO/2025-26/2735,CombinationCuttingPliers8,,217.08,2604.96,2026-01-05,78
2025-12-31,SO/2025-26/2735,"Circlip Piler Internal Bent 7""",,175.55,1053.30,2026-01-05,78
2025-12-31,SO/2025-26/2738,GC 0.50 x 1220 x 16,,2163.55,10817.75,2026-01-05,78
2025-12-31,SO/2025-26/2739,AdjustableWrench10,,254.40,6105.60,2026-01-05,78
2025-12-31,SO/2025-26/2739,CombinationCuttingPliers8,,217.08,3907.44,2026-01-05,78
2025-12-31,SO/2025-26/2739,"Combination Pliers 8""",,169.60,3052.80,2026-01-05,78
2025-12-31,SO/2025-26/2739,"Stillson Pipe Wrench 12""",,248.54,2485.40,2026-01-05,78
2025-12-31,SO/2025-26/2739,STILLSONPIPEWRENCH14,,298.88,3586.56,2026-01-05,78
2025-12-31,SO/2025-26/2740,"L Socket Handle 18"" (450MM)-1/2""Sq Driv",,349.84,4198.08,2026-01-05,78
2025-12-31,SO/2025-26/2740,DOESpanner8X9,,20.76,2076.00,2026-01-05,78
2025-12-31,SO/2025-26/2740,DOESpanner10X11,,23.28,4656.00,2026-01-05,78
2025-12-31,SO/2025-26/2741,"Powrah - Steel Hoe Handle (35"")",,117.20,2344.00,2026-01-05,78
2025-12-31,SO/2025-26/2741,RingSpanner12X13,,54.74,1094.80,2026-01-05,78
2025-12-31,SO/2025-26/2741,DOESpanner12X13,,26.43,528.60,2026-01-05,78
2025-12-31,SO/2025-26/2741,STILLSONPIPEWRENCH18,,502.74,2513.70,2026-01-05,78
2025-12-31,SO/2025-26/2741,"L Socket Handle 18"" (450MM)-1/2""Sq Driv",,349.84,2099.04,2026-01-05,78
2025-12-31,SO/2025-26/2741,Screw Driver Flat Tip 10x300,,135.91,1359.10,2026-01-05,78
2025-12-31,SO/2025-26/2741,Screw Driver Flat Tip 8x250,,85.57,855.70,2026-01-05,78
2025-12-31,SO/2025-26/2741,21mm12SqDrStdHandHexSocket,,56.00,560.00,2026-01-05,78
2025-12-31,SO/2025-26/2741,"30mm-1/2""Sq. Dr.Std.Hand Hex Socket",,109.48,1094.80,2026-01-05,78
2025-12-31,SO/2025-26/2742,PICKAXE14CP,,476.24,4762.40,2026-01-05,78
2025-12-31,SO/2025-26/2743,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2026-01-05,78
2025-12-31,SO/2025-26/2743,CombinationCuttingPliers8,,217.08,1302.48,2026-01-05,78
2025-12-31,SO/2025-26/2743,AdjustableWrench10,,254.40,1526.40,2026-01-05,78
2025-12-31,SO/2025-26/2743,AdjustableWrench12,,355.51,2133.06,2026-01-05,78
2025-12-31,SO/2025-26/2743,ScrewDriverTwoinOne60X250,,69.84,1396.80,2026-01-05,78
2025-12-31,SO/2025-26/2743,"Powrah - Steel Hoe Handle (35"")",,117.20,1172.00,2026-01-05,78
2025-12-31,SO/2025-26/2743,"PICKAXE -PVC Handle 30.5""",,80.00,800.00,2026-01-05,78
2025-12-31,SO/2025-26/2744,GC 0.60 x 840 x 10,,1059.32,88982.88,2025-12-31,83
2025-12-31,SO/2025-26/2746,GC 0.45 x 1220 x 12,,1446.61,21699.15,2026-01-05,78
2025-12-31,SO/2025-26/2747,PICKAXE14CP,,476.24,50957.68,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 08 X 47 MM,,1231.86,24637.20,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 10 X 47 MM,,1539.83,47734.73,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 12 X 47 MM,,1847.80,55434.00,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 14 X 47 MM,,2155.76,66828.56,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 11 X 47 MM,,1693.81,15244.29,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 15 X 47 MM,,2309.75,39265.75,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (B) 20 X 47 MM,,3079.66,61593.20,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE (P R) 20 X 47 MM,,3079.66,40035.58,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE LINER(P.R) 12 X 37 MM,,1494.92,14949.20,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE LINER(P.R) 14 X 37 MM,,1744.07,87203.50,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE LINER (B) 14 X 37 MM,,1744.07,87203.50,2026-01-05,78
2025-12-31,SO/2025-26/2750,DURASHINE LINER (A. W) 14 X 37 MM,,1744.07,87203.50,2026-01-05,78
2025-12-31,SO/2025-26/2750,"DURASHINE RIDGE (B) 16""",,605.08,6050.80,2026-01-05,78
2025-12-31,SO/2025-26/2750,"DURASHINE RIDGE (P R) 16""",,605.08,6050.80,2026-01-05,78
2025-12-31,SO/2025-26/2751,DOESpanner8X9,,20.76,1038.00,2026-01-05,78
2025-12-31,SO/2025-26/2751,DOUBLEENDEDSPANER516716,,49.08,1227.00,2026-01-05,78
2025-12-31,SO/2025-26/2751,Files250mmMillBastardMILL2501,,76.60,3830.00,2026-01-05,78
2025-12-31,SO/2025-26/2751,Files250mmFlatBastardFLAT250,,90.90,4545.00,2026-01-05,78
2025-12-31,SO/2025-26/2751,RingSpanner12X13,,54.74,2737.00,2026-01-05,78
2025-12-31,SO/2025-26/2754,DOESpanner10X11,,23.28,698.40,2026-01-05,78
2025-12-31,SO/2025-26/2754,DOESpanner12X13,,26.43,1321.50,2026-01-05,78
2025-12-31,SO/2025-26/2754,DOESpanner14X15,,32.09,1604.50,2026-01-05,78
2025-12-31,SO/2025-26/2754,RingSpanner12X13,,54.74,1094.80,2026-01-05,78
2025-12-31,SO/2025-26/2754,RINGSPANNERS24X26,,161.71,808.55,2026-01-05,78
2025-12-31,SO/2025-26/2754,RingSpanner24X27,,169.26,846.30,2026-01-05,78
2025-12-31,SO/2025-26/2755,SDS-SC-10-16X19MM,,,,2026-01-05,78
2026-01-01,SO/2025-26/2759,GC 0.35 x 1220 x 06,,579.66,34779.60,2026-01-06,77
2026-01-01,SO/2025-26/2760,GC 0.35 x 1220 x 16,,1553.38,4660.14,2026-01-06,77
2026-01-03,SO/2025-26/2769,DURASHINE (B) 12 X 47 MM,,1847.80,44347.20,2026-01-08,75
2026-01-05,SO/2025-26/2772,DURASHINE (B) 10 X 47 MM,,1539.83,76991.50,2026-01-10,73
2026-01-13,SO/2025-26/2805,"Cutting Wheel - 4""",,,,2026-01-18,65
2026-01-13,SO/2025-26/2806,GC 0.50 x 840 x 10,,898.31,50305.36,2026-01-18,65
2026-01-13,SO/2025-26/2806,GC 0.50 x 840 x 09,,811.86,19484.64,2026-01-18,65
2026-01-13,SO/2025-26/2806,GC 0.50 x 1220 x 16,,2163.55,34616.80,2026-01-18,65
2026-01-13,SO/2025-26/2808,GC 0.35 x 800 x 08,,514.40,23148.00,2026-01-18,65
2026-01-13,SO/2025-26/2810,PICKAXE12CP,,399.53,3995.30,2026-01-18,65
2026-01-13,SO/2025-26/2811,BallPoint300,,186.88,373.76,2026-01-18,65
2026-01-14,SO/2025-26/2815,SDS-SC-12-14X55MM,,,,2026-01-30,53
2026-01-14,SO/2025-26/2816,Shovel - SQ 4 Light Wt (Steel Handle),,466.65,11199.60,2026-01-19,64
2026-01-14,SO/2025-26/2822,AdjustableWrench12,,355.51,4266.12,2026-01-19,64
2026-01-14,SO/2025-26/2824,AdjustableWrench8,,194.43,1166.58,2026-01-19,64
2026-01-14,SO/2025-26/2824,DOESpanner16X17,,39.01,1560.40,2026-01-30,53
2026-01-14,SO/2025-26/2824,RingSpanner18X19,,100.05,500.25,2026-01-30,53
2026-01-14,SO/2025-26/2824,RingSpanner12X13,,54.74,547.40,2026-01-30,53
2026-01-15,SO/2025-26/2834,"Cutting Wheel - 4""",,,,2026-02-02,50
2026-01-15,SO/2025-26/2836,CombinationCuttingPliers8,,217.08,3907.44,2026-01-20,63
2026-01-15,SO/2025-26/2836,"Cutting Wheel - 4""",,,,2026-02-06,46
2026-01-15,SO/2025-26/2836,DC Wheel-  4 inch 6mm,,,,2026-02-06,46
2026-01-15,SO/2025-26/2837,Crow Bar -25 (25x1650),,873.12,26193.60,2026-01-20,63
2026-01-15,SO/2025-26/2841,CombinationCuttingPliers8,,217.08,1302.48,2026-01-20,63
2026-01-16,SO/2025-26/2850,GC 0.30 x 800 x 06,,332.20,19932.00,2026-01-21,62
2026-01-16,SO/2025-26/2850,GC 0.35 x 1220 x 09,,878.81,7030.48,2026-01-21,62
2026-01-16,SO/2025-26/2851,GC 0.60 x 910 x 10,,1233.05,8631.35,2026-01-21,62
2026-01-17,SO/2025-26/2856,GC 0.45 x 1220 x 06,,748.31,8979.72,2026-01-22,61
2026-01-17,SO/2025-26/2857,GC 0.45 x 910 x 12,,1084.74,156202.56,2026-01-22,61
2026-01-17,SO/2025-26/2859,Ring Spanners_Matt Finish 21 x 23 mm,,110.11,1101.10,2026-01-30,53
2026-01-17,SO/2025-26/2859,"20mm-1/2""Sq. Dr.Std.Hand Hex Socket",,56.00,560.00,2026-01-22,61
2026-01-17,SO/2025-26/2859,DOUBLEENDEDSPANER516716,,49.08,1227.00,2026-01-30,53
2026-01-17,SO/2025-26/2859,AdjustableWrench12,,355.51,2133.06,2026-01-30,53
2026-01-17,SO/2025-26/2861,GC 0.35 x 800 x 12,,781.35,781.35,2026-01-22,61
2026-01-17,SO/2025-26/2862,RingSpanner18X19,,100.05,500.25,2026-01-30,53
2026-01-17,SO/2025-26/2862,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-17,SO/2025-26/2864,STILLSONPIPEWRENCH24,,911.73,4558.65,2026-01-22,61
2026-01-17,SO/2025-26/2864,D O E Spanner 18x19,,51.60,2580.00,2026-01-22,61
2026-01-17,SO/2025-26/2864,BallPoint200,,137.80,2480.40,2026-01-22,61
2026-01-17,SO/2025-26/2864,BallPoint300,,186.88,3363.84,2026-01-22,61
2026-01-17,SO/2025-26/2864,BallPoint500,,213.30,3839.40,2026-01-22,61
2026-01-17,SO/2025-26/2864,17mm12SqDrStdHandHexSocket,,49.08,981.60,2026-01-22,61
2026-01-17,SO/2025-26/2864,16mm12SqDrStdHandHexSocket,,46.56,931.20,2026-01-22,61
2026-01-17,SO/2025-26/2864,15mm12SqDrStdHandHexSocket,,46.56,931.20,2026-01-22,61
2026-01-17,SO/2025-26/2864,"29mm-1/2""Sq. Dr.Std.Hand Hex Socket",,105.71,1057.10,2026-01-22,61
2026-01-17,SO/2025-26/2864,DC Wheel-  4 inch 6mm,,,,2026-01-22,61
2026-01-17,SO/2025-26/2864,TCT BLADE - 5 INCH -30 TEETH,,,,2026-01-22,61
2026-01-17,SO/2025-26/2864,SDS-SC-12-14X55MM,,,,2026-01-22,61
2026-01-17,SO/2025-26/2864,SDS-SC-12-14X65MM,,,,2026-01-22,61
2026-01-17,SO/2025-26/2864,SDS-SC-10-16X19MM,,,,2026-01-22,61
2026-01-17,SO/2025-26/2864,DWS-6 X 25 (17 TPI),,165.26,6610.40,2026-01-22,61
2026-01-17,SO/2025-26/2864,DWS-6 X 50 (17 TPI),,171.20,6848.00,2026-01-22,61
2026-01-19,SO/2025-26/2866,DOESpanner10X11,,23.28,698.40,2026-01-31,52
2026-01-19,SO/2025-26/2867,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-20,SO/2025-26/2877,GC 0.50 x 1220 x 12,,1661.86,49855.80,2026-01-25,58
2026-01-20,SO/2025-26/2881,RingSpanner24X27,,169.26,1692.60,2026-01-30,53
2026-01-20,SO/2025-26/2881,AdjustableWrench12,,355.51,4266.12,2026-01-30,53
2026-01-20,SO/2025-26/2881,RINGSPANNERS516716,,105.08,1576.20,2026-01-30,53
2026-01-20,SO/2025-26/2881,DOESpanner24X26,,91.87,918.70,2026-01-30,53
2026-01-20,SO/2025-26/2881,AdjustableWrench10,,254.40,3052.80,2026-01-30,53
2026-01-20,SO/2025-26/2881,RINGSPANNERS24X26,,161.71,3234.20,2026-01-30,53
2026-01-21,SO/2025-26/2887,GC 0.35 x 800 x 08,,514.40,46296.00,2026-01-26,57
2026-01-21,SO/2025-26/2887,GP Sheet Flashing 0.25mm GP 0.25x300x3660mm,,227.12,11356.00,2026-01-26,57
2026-01-21,SO/2025-26/2890,ShovelSQ6,,495.42,83230.56,2026-01-26,57
2026-01-21,SO/2025-26/2890,PowrahWestIndia,,282.33,28233.00,2026-01-26,57
2026-01-21,SO/2025-26/2891,GC 0.45 x 910 x 10,,907.62,12706.68,2026-01-26,57
2026-01-21,SO/2025-26/2896,GC 0.30 x 800 x 08,,462.71,462.71,2026-01-26,57
2026-01-21,SO/2025-26/2896,GC 0.40 x 800 x 09,,666.10,666.10,2026-01-26,57
2026-01-21,SO/2025-26/2898,RingSpanner21X23,,144.72,1447.20,2026-01-26,57
2026-01-21,SO/2025-26/2898,ScrewDriverTwoinOne60X250,,69.84,1396.80,2026-01-26,57
2026-01-21,SO/2025-26/2899,DMD SAW BLADE - 5 INCH -SEG,,,,2026-01-30,53
2026-01-21,SO/2025-26/2899,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-21,SO/2025-26/2899,CombinationCuttingPliers8,,217.08,1302.48,2026-01-26,57
2026-01-21,SO/2025-26/2901,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-22,SO/2025-26/2902,GC 0.35 x 800 x 09,,577.11,30009.72,2026-01-27,56
2026-01-22,SO/2025-26/2902,GC 0.30 x 800 x 12,,666.10,19983.00,2026-01-27,56
2026-01-22,SO/2025-26/2902,GC 0.45 x 1220 x 14,,1688.13,8440.65,2026-01-27,56
2026-01-22,SO/2025-26/2902,GC 0.50 x 910 x 12,,1280.51,10244.08,2026-01-27,56
2026-01-22,SO/2025-26/2903,GC  0.25 x 800 x 09,,447.46,11633.96,2026-01-27,56
2026-01-22,SO/2025-26/2903,GC 0.30 x 800 x 09,,516.95,39805.15,2026-01-27,56
2026-01-22,SO/2025-26/2905,DURASHINE (P R) 22 X 47 MM,,3387.63,33876.30,2026-01-27,56
2026-01-22,SO/2025-26/2909,"AGRICO-CON-NAIL-2"" (50MM)",,2610.80,2610.80,2026-01-27,56
2026-01-22,SO/2025-26/2910,Hammer Dfs 10,,788.41,1576.82,2026-01-27,56
2026-01-22,SO/2025-26/2911,RingSpanner24X27,,169.26,846.30,2026-01-30,53
2026-01-22,SO/2025-26/2913,100mmSlimTaper,,27.00,810.00,2026-01-30,53
2026-01-24,SO/2025-26/2914,"Combination Pliers 8""",,169.60,1017.60,2026-01-31,52
2026-01-24,SO/2025-26/2920,GC 0.35 x 1220 x 07,,705.08,1410.16,2026-01-29,54
2026-01-24,SO/2025-26/2920,GC 0.30 x 800 x 10,,574.58,48264.72,2026-01-29,54
2026-01-24,SO/2025-26/2920,GC 0.35 x 910 x 10,,900.00,81000.00,2026-01-29,54
2026-01-24,SO/2025-26/2920,GC 0.60 x 840 x 12,,1271.19,64830.69,2026-01-29,54
2026-01-24,SO/2025-26/2921,GC 0.35 x 1220 x 16,,1553.38,15533.80,2026-01-29,54
2026-01-24,SO/2025-26/2926,D O E Spanner 30x32,,137.80,689.00,2026-01-30,53
2026-01-24,SO/2025-26/2926,RingSpanner21X23,,144.72,1447.20,2026-01-29,54
2026-01-24,SO/2025-26/2926,STILLSONPIPEWRENCH18,,502.74,2513.70,2026-01-30,53
2026-01-24,SO/2025-26/2926,RingSpanner30X32,,268.05,1340.25,2026-01-30,53
2026-01-24,SO/2025-26/2927,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-24,SO/2025-26/2928,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-27,SO/2025-26/2938,GC 0.45 x 910 x 10,,907.62,31766.70,2026-02-01,51
2026-01-27,SO/2025-26/2940,SDS-SC-12-14X65MM,,,,2026-02-01,51
2026-01-27,SO/2025-26/2940,SDS-SC-12-14X25MM,,,,2026-02-01,51
2026-01-27,SO/2025-26/2941,GC 0.50 x 840 x 12,,1077.12,5385.60,2026-02-01,51
2026-01-27,SO/2025-26/2947,DURASHINE (B) 24 X 47 MM,,3695.59,25869.13,2026-02-01,51
2026-01-27,SO/2025-26/2947,DURASHINE TILE PROFILE(P.R) 14 X 47 MM,,2320.34,2320.34,2026-02-01,51
2026-01-27,SO/2025-26/2948,DURASHINE LINER(P.R) 10 X 37 MM,,1245.76,12457.60,2026-02-01,51
2026-01-28,SO/2025-26/2951,SDS-SC-12-14X55MM,,,,2026-02-02,50
2026-01-28,SO/2025-26/2952,"Cutting Wheel - 4""",,,,2026-01-30,53
2026-01-28,SO/2025-26/2954,T-SOCKET SPANNER 10MM,,123.96,1239.60,2026-01-30,53
2026-01-28,SO/2025-26/2958,DOESpanner12X13,,26.43,792.90,2026-02-02,50
2026-01-28,SO/2025-26/2958,RingSpanner24X27,,169.26,846.30,2026-01-30,53
2026-01-28,SO/2025-26/2958,RingSpanner18X19,,100.05,1000.50,2026-01-30,53
2026-01-28,SO/2025-26/2959,GC 0.30 x 800 x 07,,392.37,392.37,2026-02-02,50
2026-01-28,SO/2025-26/2960,GC 0.45 x 1220 x 12,,1446.61,17359.32,2026-02-02,50
2026-01-28,SO/2025-26/2964,GC 0.50 x 840 x 08,,725.42,32643.90,2026-02-02,50
2026-01-28,SO/2025-26/2965,ChaffCutterCC1,,186.45,1864.50,2026-02-02,50
2026-01-28,SO/2025-26/2966,ChaffCutterCC1,,186.45,2237.40,2026-02-02,50
2026-01-28,SO/2025-26/2968,TCT BLADE - 4 INCH -30 TEETH,,,,2026-02-02,50
2026-01-28,SO/2025-26/2968,"Cutting Wheel - 4""",,,,2026-02-02,50
2026-01-28,SO/2025-26/2968,Files250mmFlatBastardFLAT250,,90.90,2727.00,2026-02-02,50
2026-01-28,SO/2025-26/2972,TCT BLADE - 4 INCH -30 TEETH,,,,2026-02-02,50
2026-01-28,SO/2025-26/2979,HammerDFS16,,1229.49,3688.47,2026-02-02,50
2026-01-28,SO/2025-26/2983,CombinationCuttingPliers8,,217.08,1302.48,2026-02-02,50
2026-01-29,SO/2025-26/2986,GC 0.35 x 800 x 09,,577.11,46168.80,2026-02-03,49
2026-01-29,SO/2025-26/2986,GC 0.35 x 800 x 06,,375.42,22525.20,2026-02-03,49
2026-01-29,SO/2025-26/2987,GC 0.35 x 1220 x 06,,579.66,34779.60,2026-02-03,49
2026-01-29,SO/2025-26/2987,GC 0.35 x 800 x 09,,577.11,46168.80,2026-02-03,49
2026-01-29,SO/2025-26/2989,GC  0.25 x 800 x 09,,447.46,17898.40,2026-02-03,49
2026-01-29,SO/2025-26/2991,DURASHINE (SMART GREY) 12 X 47 MM,,1847.80,1847.80,2026-02-03,49
2026-01-29,SO/2025-26/2993,DURASHINE (B) 16 X 47 MM,,2463.73,98549.20,2026-02-03,49
2026-01-29,SO/2025-26/2994,DURASHINE (SMART GREY) 14 X 47 MM,,2155.76,2155.76,2026-02-03,49
2026-01-30,SO/2025-26/3011,GC 0.40 x 800 x 12,,859.32,10311.84,2026-02-04,48
